case_id,activity,timestamp,resource,supplier_name
CASE-0448,Warehouse Pick & Pack,2025-12-02T17:49:04Z,R-Ops2,EcoLink Carriers
CASE-0448,Customs Clearance,2025-12-02T20:08:16Z,R-Ops2,EcoLink Carriers
CASE-0448,Road Transport Dispatch,2025-12-03T06:32:45Z,R-Ops2,EcoLink Carriers
CASE-0448,Last Mile Delivery,2025-12-04T03:07:34Z,R-Ops2,EcoLink Carriers
CASE-0449,Order Received,2025-12-29T01:52:00Z,R-Ops3,GreenFreight Ltd.
CASE-0449,Warehouse Pick & Pack,2025-12-29T03:17:31Z,R-Ops3,GreenFreight Ltd.
CASE-0449,Customs Clearance,2025-12-29T07:24:29Z,R-Ops3,GreenFreight Ltd.
CASE-0449,Air Freight Dispatch,2025-12-29T17:16:57Z,R-Ops3,GreenFreight Ltd.
CASE-0449,Recycling Processing,2025-12-29T19:35:39Z,R-Ops3,GreenFreight Ltd.
CASE-0449,Last Mile Delivery,2025-12-29T20:53:52Z,R-Ops3,GreenFreight Ltd.
CASE-0450,Order Received,2025-07-17T06:12:00Z,R-Ops5,Deecan Roadlines
CASE-0450,Warehouse Pick & Pack,2025-07-17T07:29:21Z,R-Ops5,Deecan Roadlines
CASE-0450,Customs Clearance,2025-07-17T10:29:03Z,R-Ops5,Deecan Roadlines
CASE-0450,Road Transport Dispatch,2025-07-17T19:29:12Z,R-Ops5,Deecan Roadlines
CASE-0450,Last Mile Delivery,2025-07-18T17:58:43Z,R-Ops5,Deecan Roadlines
CASE-0451,Order Received,2025-07-03T21:29:00Z,R-Ops5,EcoLink Carriers
CASE-0451,Warehouse Pick & Pack,2025-07-03T23:02:13Z,R-Ops5,EcoLink Carriers
CASE-0451,Customs Clearance,2025-07-04T02:44:43Z,R-Ops5,EcoLink Carriers
CASE-0451,Air Freight Dispatch,2025-07-04T07:34:41Z,R-Ops5,EcoLink Carriers
CASE-0451,Last Mile Delivery,2025-07-04T11:46:41Z,R-Ops5,EcoLink Carriers
CASE-0452,Order Received,2025-11-04T14:59:00Z,R-Ops5,Deecan Roadlines
CASE-0452,Warehouse Pick & Pack,2025-11-04T16:00:42Z,R-Ops5,Deecan Roadlines
CASE-0452,Customs Clearance,2025-11-04T19:16:20Z,R-Ops5,Deecan Roadlines
CASE-0452,Road Transport Dispatch,2025-11-05T07:12:14Z,R-Ops5,Deecan Roadlines
CASE-0452,Last Mile Delivery,2025-11-06T01:55:16Z,R-Ops5,Deecan Roadlines
CASE-0453,Order Received,2025-11-08T07:36:00Z,R-Ops3,GreenFreight Ltd.
CASE-0453,Warehouse Pick & Pack,2025-11-08T08:55:06Z,R-Ops3,GreenFreight Ltd.
CASE-0453,Customs Clearance,2025-11-08T12:25:07Z,R-Ops3,GreenFreight Ltd.
CASE-0453,Air Freight Dispatch,2025-11-08T20:49:14Z,R-Ops3,GreenFreight Ltd.
CASE-0453,Last Mile Delivery,2025-11-09T00:15:38Z,R-Ops3,GreenFreight Ltd.
CASE-0454,Order Received,2025-01-18T09:38:00Z,R-Ops1,GreenFreight Ltd.
CASE-0454,Warehouse Pick & Pack,2025-01-18T10:09:28Z,R-Ops1,GreenFreight Ltd.
CASE-0454,Customs Clearance,2025-01-18T12:41:53Z,R-Ops1,GreenFreight Ltd.
CASE-0454,Road Transport Dispatch,2025-01-18T23:49:14Z,R-Ops1,GreenFreight Ltd.
CASE-0454,Recycling Processing,2025-01-20T00:39:52Z,R-Ops1,GreenFreight Ltd.
CASE-0454,Last Mile Delivery,2025-01-20T03:58:45Z,R-Ops1,GreenFreight Ltd.
CASE-0455,Order Received,2025-09-19T17:36:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0455,Warehouse Pick & Pack,2025-09-19T19:29:19Z,R-Ops5,SpeedJet Air Cargo
CASE-0455,Customs Clearance,2025-09-19T22:06:27Z,R-Ops5,SpeedJet Air Cargo
CASE-0455,Road Transport Dispatch,2025-09-20T02:24:34Z,R-Ops5,SpeedJet Air Cargo
CASE-0455,Last Mile Delivery,2025-09-20T18:47:37Z,R-Ops5,SpeedJet Air Cargo
CASE-0456,Order Received,2025-04-30T08:51:00Z,R-Ops2,FastCargo Ltd.
CASE-0456,Warehouse Pick & Pack,2025-04-30T09:48:01Z,R-Ops2,FastCargo Ltd.
CASE-0456,Customs Clearance,2025-04-30T14:04:56Z,R-Ops2,FastCargo Ltd.
CASE-0456,Road Transport Dispatch,2025-04-30T22:38:05Z,R-Ops2,FastCargo Ltd.
CASE-0456,Last Mile Delivery,2025-05-01T14:24:24Z,R-Ops2,FastCargo Ltd.
CASE-0457,Order Received,2025-09-07T22:44:00Z,R-Ops2,GreenFreight Ltd.
CASE-0457,Warehouse Pick & Pack,2025-09-08T00:05:51Z,R-Ops2,GreenFreight Ltd.
CASE-0457,Customs Clearance,2025-09-08T05:43:41Z,R-Ops2,GreenFreight Ltd.
CASE-0457,Road Transport Dispatch,2025-09-08T14:29:24Z,R-Ops2,GreenFreight Ltd.
CASE-0457,Last Mile Delivery,2025-09-09T12:47:52Z,R-Ops2,GreenFreight Ltd.
CASE-0458,Order Received,2025-06-21T11:56:00Z,R-Ops1,EcoLink Carriers
CASE-0458,Warehouse Pick & Pack,2025-06-21T13:39:32Z,R-Ops1,EcoLink Carriers
CASE-0458,Customs Clearance,2025-06-21T17:19:30Z,R-Ops1,EcoLink Carriers
CASE-0458,Truck Delivery Transport Dispatch,2025-06-22T04:16:04Z,R-Ops1,EcoLink Carriers
CASE-0458,Last Mile Delivery,2025-06-23T00:32:05Z,R-Ops1,EcoLink Carriers
CASE-0459,Order Received,2025-11-21T20:24:00Z,R-Ops1,FastCargo Ltd.
CASE-0459,Warehouse Pick & Pack,2025-11-21T20:58:52Z,R-Ops1,FastCargo Ltd.
CASE-0459,Customs Clearance,2025-11-22T01:04:43Z,R-Ops1,FastCargo Ltd.
CASE-0459,Road Transport Dispatch,2025-11-22T07:37:59Z,R-Ops1,FastCargo Ltd.
CASE-0459,Last Mile Delivery,2025-11-23T01:54:05Z,R-Ops1,FastCargo Ltd.
CASE-0460,Order Received,2025-12-11T23:25:00Z,R-Ops1,Deecan Roadlines
CASE-0460,Warehouse Pick & Pack,2025-12-12T01:22:23Z,R-Ops1,Deecan Roadlines
CASE-0460,Customs Clearance,2025-12-12T06:23:04Z,R-Ops1,Deecan Roadlines
CASE-0460,Road Transport Dispatch,2025-12-12T14:59:11Z,R-Ops1,Deecan Roadlines
CASE-0460,Last Mile Delivery,2025-12-13T10:18:21Z,R-Ops1,Deecan Roadlines
CASE-0461,Order Received,2025-06-22T02:30:00Z,R-Ops2,Deecan Roadlines
CASE-0461,Warehouse Pick & Pack,2025-06-22T03:51:25Z,R-Ops2,Deecan Roadlines
CASE-0461,Customs Clearance,2025-06-22T06:03:15Z,R-Ops2,Deecan Roadlines
CASE-0461,Road Transport Dispatch,2025-06-22T13:14:52Z,R-Ops2,Deecan Roadlines
CASE-0461,Last Mile Delivery,2025-06-23T09:15:58Z,R-Ops2,Deecan Roadlines
CASE-0462,Order Received,2025-09-04T17:12:00Z,R-Ops2,Deecan Roadlines
CASE-0462,Warehouse Pick & Pack,2025-09-04T18:25:54Z,R-Ops2,Deecan Roadlines
CASE-0462,Customs Clearance,2025-09-04T23:02:26Z,R-Ops2,Deecan Roadlines
CASE-0462,Road Transport Dispatch,2025-09-05T04:36:34Z,R-Ops2,Deecan Roadlines
CASE-0462,Recycling Processing,2025-09-06T02:57:58Z,R-Ops2,Deecan Roadlines
CASE-0462,Last Mile Delivery,2025-09-06T06:17:47Z,R-Ops2,Deecan Roadlines
CASE-0463,Order Received,2025-02-15T03:42:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0463,Warehouse Pick & Pack,2025-02-15T04:49:13Z,R-Ops5,SpeedJet Air Cargo
CASE-0463,Customs Clearance,2025-02-15T08:16:53Z,R-Ops5,SpeedJet Air Cargo
CASE-0463,Road Transport Dispatch,2025-02-15T13:48:19Z,R-Ops5,SpeedJet Air Cargo
CASE-0463,Last Mile Delivery,2025-02-16T11:21:34Z,R-Ops5,SpeedJet Air Cargo
CASE-0464,Order Received,2025-11-12T14:39:00Z,R-Ops3,Deecan Roadlines
CASE-0464,Warehouse Pick & Pack,2025-11-12T15:22:07Z,R-Ops3,Deecan Roadlines
CASE-0464,Customs Clearance,2025-11-12T17:32:53Z,R-Ops3,Deecan Roadlines
CASE-0464,Road Transport Dispatch,2025-11-13T04:05:37Z,R-Ops3,Deecan Roadlines
CASE-0464,Last Mile Delivery,2025-11-13T22:49:54Z,R-Ops3,Deecan Roadlines
CASE-0465,Order Received,2025-01-28T07:39:00Z,R-Ops1,EcoLink Carriers
CASE-0465,Warehouse Pick & Pack,2025-01-28T09:32:24Z,R-Ops1,EcoLink Carriers
CASE-0465,Customs Clearance,2025-01-28T15:00:54Z,R-Ops1,EcoLink Carriers
CASE-0465,Road Transport Dispatch,2025-01-29T01:34:34Z,R-Ops1,EcoLink Carriers
CASE-0465,Recycling Processing,2025-01-29T23:30:50Z,R-Ops1,EcoLink Carriers
CASE-0465,Last Mile Delivery,2025-01-30T00:34:56Z,R-Ops1,EcoLink Carriers
CASE-0466,Order Received,2025-04-19T06:34:00Z,R-Ops5,Deecan Roadlines
CASE-0466,Warehouse Pick & Pack,2025-04-19T07:51:05Z,R-Ops5,Deecan Roadlines
CASE-0466,Customs Clearance,2025-04-19T10:53:10Z,R-Ops5,Deecan Roadlines
CASE-0466,Air Freight Dispatch,2025-04-19T18:45:01Z,R-Ops5,Deecan Roadlines
CASE-0466,Last Mile Delivery,2025-04-19T21:18:56Z,R-Ops5,Deecan Roadlines
CASE-0467,Order Received,2025-10-26T21:33:00Z,R-Ops4,EcoLink Carriers
CASE-0467,Warehouse Pick & Pack,2025-10-26T22:06:54Z,R-Ops4,EcoLink Carriers
CASE-0467,Customs Clearance,2025-10-27T00:47:47Z,R-Ops4,EcoLink Carriers
CASE-0467,Air Freight Dispatch,2025-10-27T07:04:06Z,R-Ops4,EcoLink Carriers
CASE-0467,Incineration Disposal,2025-10-27T11:32:25Z,R-Ops4,EcoLink Carriers
CASE-0467,Last Mile Delivery,2025-10-27T12:33:55Z,R-Ops4,EcoLink Carriers
CASE-0468,Order Received,2025-12-06T21:23:00Z,R-Ops3,GreenFreight Ltd.
CASE-0468,Warehouse Pick & Pack,2025-12-06T23:10:47Z,R-Ops3,GreenFreight Ltd.
CASE-0468,Customs Clearance,2025-12-07T01:15:21Z,R-Ops3,GreenFreight Ltd.
CASE-0468,Road Transport Dispatch,2025-12-07T12:11:43Z,R-Ops3,GreenFreight Ltd.
CASE-0468,Last Mile Delivery,2025-12-08T05:30:25Z,R-Ops3,GreenFreight Ltd.
CASE-0469,Order Received,2025-09-06T19:34:00Z,R-Ops3,EcoLink Carriers
CASE-0469,Warehouse Pick & Pack,2025-09-06T20:11:55Z,R-Ops3,EcoLink Carriers
CASE-0469,Customs Clearance,2025-09-06T22:59:39Z,R-Ops3,EcoLink Carriers
CASE-0469,Road Transport Dispatch,2025-09-07T10:43:42Z,R-Ops3,EcoLink Carriers
CASE-0469,Landfill Disposal,2025-09-08T08:51:11Z,R-Ops3,EcoLink Carriers
CASE-0469,Last Mile Delivery,2025-09-08T10:46:04Z,R-Ops3,EcoLink Carriers
CASE-0470,Order Received,2025-03-22T00:22:00Z,R-Ops4,GreenFreight Ltd.
CASE-0470,Warehouse Pick & Pack,2025-03-22T01:53:35Z,R-Ops4,GreenFreight Ltd.
CASE-0470,Customs Clearance,2025-03-22T05:18:52Z,R-Ops4,GreenFreight Ltd.
CASE-0470,Truck Delivery Transport Dispatch,2025-03-22T11:43:59Z,R-Ops4,GreenFreight Ltd.
CASE-0470,Recycling Processing,2025-03-23T15:31:08Z,R-Ops4,GreenFreight Ltd.
CASE-0470,Last Mile Delivery,2025-03-23T17:17:31Z,R-Ops4,GreenFreight Ltd.
CASE-0471,Order Received,2025-10-12T08:14:00Z,R-Ops1,GreenFreight Ltd.
CASE-0471,Warehouse Pick & Pack,2025-10-12T08:57:39Z,R-Ops1,GreenFreight Ltd.
CASE-0471,Customs Clearance,2025-10-12T14:32:58Z,R-Ops1,GreenFreight Ltd.
CASE-0471,Road Transport Dispatch,2025-10-12T23:48:18Z,R-Ops1,GreenFreight Ltd.
CASE-0471,Last Mile Delivery,2025-10-13T18:37:37Z,R-Ops1,GreenFreight Ltd.
CASE-0472,Order Received,2025-08-02T07:36:00Z,R-Ops2,FastCargo Ltd.
CASE-0472,Warehouse Pick & Pack,2025-08-02T08:19:44Z,R-Ops2,FastCargo Ltd.
CASE-0472,Customs Clearance,2025-08-02T14:12:40Z,R-Ops2,FastCargo Ltd.
CASE-0472,Road Transport Dispatch,2025-08-03T01:29:20Z,R-Ops2,FastCargo Ltd.
CASE-0472,Recycling Processing,2025-08-03T21:54:41Z,R-Ops2,FastCargo Ltd.
CASE-0472,Last Mile Delivery,2025-08-04T00:32:07Z,R-Ops2,FastCargo Ltd.
CASE-0473,Order Received,2025-06-08T22:45:00Z,R-Ops2,Deecan Roadlines
CASE-0473,Warehouse Pick & Pack,2025-06-09T00:35:52Z,R-Ops2,Deecan Roadlines
CASE-0473,Customs Clearance,2025-06-09T06:14:10Z,R-Ops2,Deecan Roadlines
CASE-0473,Truck Delivery Transport Dispatch,2025-06-09T13:40:36Z,R-Ops2,Deecan Roadlines
CASE-0473,Last Mile Delivery,2025-06-10T15:22:38Z,R-Ops2,Deecan Roadlines
CASE-0474,Order Received,2025-06-12T02:35:00Z,R-Ops2,FastCargo Ltd.
CASE-0474,Warehouse Pick & Pack,2025-06-12T03:52:57Z,R-Ops2,FastCargo Ltd.
CASE-0474,Customs Clearance,2025-06-12T08:45:37Z,R-Ops2,FastCargo Ltd.
CASE-0474,Air Freight Dispatch,2025-06-12T14:14:01Z,R-Ops2,FastCargo Ltd.
CASE-0474,Recycling Processing,2025-06-12T16:48:56Z,R-Ops2,FastCargo Ltd.
CASE-0474,Last Mile Delivery,2025-06-12T20:44:03Z,R-Ops2,FastCargo Ltd.
CASE-0475,Order Received,2025-08-15T23:59:00Z,R-Ops3,GreenFreight Ltd.
CASE-0475,Warehouse Pick & Pack,2025-08-16T01:42:57Z,R-Ops3,GreenFreight Ltd.
CASE-0475,Customs Clearance,2025-08-16T06:15:47Z,R-Ops3,GreenFreight Ltd.
CASE-0475,Road Transport Dispatch,2025-08-16T16:10:11Z,R-Ops3,GreenFreight Ltd.
CASE-0475,Recycling Processing,2025-08-17T09:02:57Z,R-Ops3,GreenFreight Ltd.
CASE-0475,Last Mile Delivery,2025-08-17T13:00:25Z,R-Ops3,GreenFreight Ltd.
CASE-0476,Order Received,2025-11-07T18:39:00Z,R-Ops3,FastCargo Ltd.
CASE-0476,Warehouse Pick & Pack,2025-11-07T19:29:46Z,R-Ops3,FastCargo Ltd.
CASE-0476,Customs Clearance,2025-11-07T22:25:30Z,R-Ops3,FastCargo Ltd.
CASE-0476,Road Transport Dispatch,2025-11-08T07:55:26Z,R-Ops3,FastCargo Ltd.
CASE-0476,Last Mile Delivery,2025-11-09T05:48:19Z,R-Ops3,FastCargo Ltd.
CASE-0477,Order Received,2025-08-29T22:41:00Z,R-Ops5,FastCargo Ltd.
CASE-0477,Warehouse Pick & Pack,2025-08-29T23:44:39Z,R-Ops5,FastCargo Ltd.
CASE-0477,Customs Clearance,2025-08-30T05:09:10Z,R-Ops5,FastCargo Ltd.
CASE-0477,Road Transport Dispatch,2025-08-30T13:05:03Z,R-Ops5,FastCargo Ltd.
CASE-0477,Incineration Disposal,2025-08-31T06:01:01Z,R-Ops5,FastCargo Ltd.
CASE-0477,Last Mile Delivery,2025-08-31T07:03:43Z,R-Ops5,FastCargo Ltd.
CASE-0478,Order Received,2025-04-24T23:42:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0478,Warehouse Pick & Pack,2025-04-25T01:40:56Z,R-Ops4,SpeedJet Air Cargo
CASE-0478,Customs Clearance,2025-04-25T06:42:48Z,R-Ops4,SpeedJet Air Cargo
CASE-0478,Truck Delivery Transport Dispatch,2025-04-25T11:14:33Z,R-Ops4,SpeedJet Air Cargo
CASE-0478,Last Mile Delivery,2025-04-26T15:05:55Z,R-Ops4,SpeedJet Air Cargo
CASE-0479,Order Received,2025-08-23T07:27:00Z,R-Ops3,GreenFreight Ltd.
CASE-0479,Warehouse Pick & Pack,2025-08-23T08:33:26Z,R-Ops3,GreenFreight Ltd.
CASE-0479,Customs Clearance,2025-08-23T10:43:28Z,R-Ops3,GreenFreight Ltd.
CASE-0479,Road Transport Dispatch,2025-08-23T20:36:26Z,R-Ops3,GreenFreight Ltd.
CASE-0479,Last Mile Delivery,2025-08-24T14:44:10Z,R-Ops3,GreenFreight Ltd.
CASE-0480,Order Received,2025-10-02T16:41:00Z,R-Ops5,FastCargo Ltd.
CASE-0480,Warehouse Pick & Pack,2025-10-02T18:29:49Z,R-Ops5,FastCargo Ltd.
CASE-0480,Customs Clearance,2025-10-02T23:38:40Z,R-Ops5,FastCargo Ltd.
CASE-0480,Road Transport Dispatch,2025-10-03T07:48:35Z,R-Ops5,FastCargo Ltd.
CASE-0480,Landfill Disposal,2025-10-04T07:04:47Z,R-Ops5,FastCargo Ltd.
CASE-0480,Last Mile Delivery,2025-10-04T09:38:09Z,R-Ops5,FastCargo Ltd.
CASE-0481,Order Received,2025-10-13T12:33:00Z,R-Ops1,GreenFreight Ltd.
CASE-0481,Warehouse Pick & Pack,2025-10-13T14:11:51Z,R-Ops1,GreenFreight Ltd.
CASE-0481,Customs Clearance,2025-10-13T20:02:53Z,R-Ops1,GreenFreight Ltd.
CASE-0481,Road Transport Dispatch,2025-10-14T01:34:00Z,R-Ops1,GreenFreight Ltd.
CASE-0481,Last Mile Delivery,2025-10-15T01:24:39Z,R-Ops1,GreenFreight Ltd.
CASE-0482,Order Received,2025-03-27T13:18:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0482,Warehouse Pick & Pack,2025-03-27T14:43:10Z,R-Ops4,SpeedJet Air Cargo
CASE-0482,Customs Clearance,2025-03-27T16:56:16Z,R-Ops4,SpeedJet Air Cargo
CASE-0482,Road Transport Dispatch,2025-03-28T01:04:25Z,R-Ops4,SpeedJet Air Cargo
CASE-0482,Last Mile Delivery,2025-03-29T00:22:21Z,R-Ops4,SpeedJet Air Cargo
CASE-0483,Order Received,2025-04-03T18:57:00Z,R-Ops1,FastCargo Ltd.
CASE-0483,Warehouse Pick & Pack,2025-04-03T20:29:39Z,R-Ops1,FastCargo Ltd.
CASE-0483,Customs Clearance,2025-04-03T23:02:07Z,R-Ops1,FastCargo Ltd.
CASE-0483,Road Transport Dispatch,2025-04-04T06:20:37Z,R-Ops1,FastCargo Ltd.
CASE-0483,Last Mile Delivery,2025-04-04T23:07:57Z,R-Ops1,FastCargo Ltd.
CASE-0484,Order Received,2025-02-16T08:20:00Z,R-Ops4,Deecan Roadlines
CASE-0484,Warehouse Pick & Pack,2025-02-16T09:52:15Z,R-Ops4,Deecan Roadlines
CASE-0484,Customs Clearance,2025-02-16T15:29:58Z,R-Ops4,Deecan Roadlines
CASE-0484,Air Freight Dispatch,2025-02-17T01:52:17Z,R-Ops4,Deecan Roadlines
CASE-0484,Recycling Processing,2025-02-17T04:21:56Z,R-Ops4,Deecan Roadlines
CASE-0484,Last Mile Delivery,2025-02-17T06:27:16Z,R-Ops4,Deecan Roadlines
CASE-0485,Order Received,2025-09-19T19:10:00Z,R-Ops4,FastCargo Ltd.
CASE-0485,Warehouse Pick & Pack,2025-09-19T20:14:04Z,R-Ops4,FastCargo Ltd.
CASE-0485,Customs Clearance,2025-09-19T23:45:25Z,R-Ops4,FastCargo Ltd.
CASE-0485,Truck Delivery Transport Dispatch,2025-09-20T09:54:11Z,R-Ops4,FastCargo Ltd.
CASE-0485,Last Mile Delivery,2025-09-21T09:33:29Z,R-Ops4,FastCargo Ltd.
CASE-0486,Order Received,2025-03-16T05:49:00Z,R-Ops2,Deecan Roadlines
CASE-0486,Warehouse Pick & Pack,2025-03-16T07:23:05Z,R-Ops2,Deecan Roadlines
CASE-0486,Customs Clearance,2025-03-16T11:03:47Z,R-Ops2,Deecan Roadlines
CASE-0486,Air Freight Dispatch,2025-03-16T17:32:21Z,R-Ops2,Deecan Roadlines
CASE-0486,Last Mile Delivery,2025-03-16T21:19:27Z,R-Ops2,Deecan Roadlines
CASE-0487,Order Received,2025-04-14T00:39:00Z,R-Ops2,EcoLink Carriers
CASE-0487,Warehouse Pick & Pack,2025-04-14T02:17:53Z,R-Ops2,EcoLink Carriers
CASE-0487,Customs Clearance,2025-04-14T04:20:48Z,R-Ops2,EcoLink Carriers
CASE-0487,Road Transport Dispatch,2025-04-14T12:19:40Z,R-Ops2,EcoLink Carriers
CASE-0487,Last Mile Delivery,2025-04-15T11:24:08Z,R-Ops2,EcoLink Carriers
CASE-0488,Order Received,2025-04-22T18:42:00Z,R-Ops2,GreenFreight Ltd.
CASE-0488,Warehouse Pick & Pack,2025-04-22T19:54:48Z,R-Ops2,GreenFreight Ltd.
CASE-0488,Customs Clearance,2025-04-22T23:33:15Z,R-Ops2,GreenFreight Ltd.
CASE-0488,Road Transport Dispatch,2025-04-23T04:11:21Z,R-Ops2,GreenFreight Ltd.
CASE-0488,Last Mile Delivery,2025-04-23T21:38:11Z,R-Ops2,GreenFreight Ltd.
CASE-0489,Order Received,2025-04-17T01:11:00Z,R-Ops5,FastCargo Ltd.
CASE-0489,Warehouse Pick & Pack,2025-04-17T01:54:20Z,R-Ops5,FastCargo Ltd.
CASE-0489,Customs Clearance,2025-04-17T06:31:07Z,R-Ops5,FastCargo Ltd.
CASE-0489,Truck Delivery Transport Dispatch,2025-04-17T10:48:45Z,R-Ops5,FastCargo Ltd.
CASE-0489,Last Mile Delivery,2025-04-18T11:28:57Z,R-Ops5,FastCargo Ltd.
CASE-0490,Order Received,2025-02-14T01:06:00Z,R-Ops3,SpeedJet Air Cargo
CASE-0490,Warehouse Pick & Pack,2025-02-14T02:13:31Z,R-Ops3,SpeedJet Air Cargo
CASE-0490,Customs Clearance,2025-02-14T04:56:18Z,R-Ops3,SpeedJet Air Cargo
CASE-0490,Road Transport Dispatch,2025-02-14T14:18:54Z,R-Ops3,SpeedJet Air Cargo
CASE-0490,Last Mile Delivery,2025-02-15T12:13:49Z,R-Ops3,SpeedJet Air Cargo
CASE-0491,Order Received,2025-08-22T23:37:00Z,R-Ops2,FastCargo Ltd.
CASE-0491,Warehouse Pick & Pack,2025-08-23T00:39:25Z,R-Ops2,FastCargo Ltd.
CASE-0491,Customs Clearance,2025-08-23T02:48:01Z,R-Ops2,FastCargo Ltd.
CASE-0491,Road Transport Dispatch,2025-08-23T12:56:54Z,R-Ops2,FastCargo Ltd.
CASE-0491,Last Mile Delivery,2025-08-24T12:55:25Z,R-Ops2,FastCargo Ltd.
CASE-0492,Order Received,2025-02-03T09:30:00Z,R-Ops5,GreenFreight Ltd.
CASE-0492,Warehouse Pick & Pack,2025-02-03T10:12:06Z,R-Ops5,GreenFreight Ltd.
CASE-0492,Customs Clearance,2025-02-03T14:58:49Z,R-Ops5,GreenFreight Ltd.
CASE-0492,Road Transport Dispatch,2025-02-03T21:10:32Z,R-Ops5,GreenFreight Ltd.
CASE-0492,Last Mile Delivery,2025-02-04T17:25:19Z,R-Ops5,GreenFreight Ltd.
CASE-0493,Order Received,2025-02-25T18:46:00Z,R-Ops1,FastCargo Ltd.
CASE-0493,Warehouse Pick & Pack,2025-02-25T20:44:08Z,R-Ops1,FastCargo Ltd.
CASE-0493,Customs Clearance,2025-02-26T00:51:05Z,R-Ops1,FastCargo Ltd.
CASE-0493,Air Freight Dispatch,2025-02-26T05:33:10Z,R-Ops1,FastCargo Ltd.
CASE-0493,Last Mile Delivery,2025-02-26T09:58:19Z,R-Ops1,FastCargo Ltd.
CASE-0494,Order Received,2025-11-08T10:16:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0494,Warehouse Pick & Pack,2025-11-08T11:33:17Z,R-Ops4,SpeedJet Air Cargo
CASE-0494,Customs Clearance,2025-11-08T17:32:05Z,R-Ops4,SpeedJet Air Cargo
CASE-0494,Road Transport Dispatch,2025-11-09T00:21:56Z,R-Ops4,SpeedJet Air Cargo
CASE-0494,Last Mile Delivery,2025-11-09T20:59:31Z,R-Ops4,SpeedJet Air Cargo
CASE-0495,Order Received,2025-04-03T19:14:00Z,R-Ops4,GreenFreight Ltd.
CASE-0495,Warehouse Pick & Pack,2025-04-03T20:47:46Z,R-Ops4,GreenFreight Ltd.
CASE-0495,Customs Clearance,2025-04-04T02:42:47Z,R-Ops4,GreenFreight Ltd.
CASE-0495,Road Transport Dispatch,2025-04-04T06:43:33Z,R-Ops4,GreenFreight Ltd.
CASE-0495,Landfill Disposal,2025-04-05T03:58:49Z,R-Ops4,GreenFreight Ltd.
CASE-0495,Last Mile Delivery,2025-04-05T07:22:45Z,R-Ops4,GreenFreight Ltd.
CASE-0496,Order Received,2025-01-24T10:22:00Z,R-Ops4,GreenFreight Ltd.
CASE-0496,Warehouse Pick & Pack,2025-01-24T11:42:26Z,R-Ops4,GreenFreight Ltd.
CASE-0496,Customs Clearance,2025-01-24T16:15:26Z,R-Ops4,GreenFreight Ltd.
CASE-0496,Road Transport Dispatch,2025-01-24T20:20:51Z,R-Ops4,GreenFreight Ltd.
CASE-0496,Last Mile Delivery,2025-01-25T14:09:50Z,R-Ops4,GreenFreight Ltd.
CASE-0497,Order Received,2025-09-17T17:20:00Z,R-Ops3,SpeedJet Air Cargo
CASE-0497,Warehouse Pick & Pack,2025-09-17T18:59:01Z,R-Ops3,SpeedJet Air Cargo
CASE-0497,Customs Clearance,2025-09-17T21:26:21Z,R-Ops3,SpeedJet Air Cargo
CASE-0497,Road Transport Dispatch,2025-09-18T04:06:19Z,R-Ops3,SpeedJet Air Cargo
CASE-0497,Last Mile Delivery,2025-09-19T00:47:40Z,R-Ops3,SpeedJet Air Cargo
CASE-0498,Order Received,2025-06-19T10:59:00Z,R-Ops2,Deecan Roadlines
CASE-0498,Warehouse Pick & Pack,2025-06-19T12:29:31Z,R-Ops2,Deecan Roadlines
CASE-0498,Customs Clearance,2025-06-19T18:09:24Z,R-Ops2,Deecan Roadlines
CASE-0498,Road Transport Dispatch,2025-06-20T04:32:05Z,R-Ops2,Deecan Roadlines
CASE-0498,Last Mile Delivery,2025-06-21T00:20:58Z,R-Ops2,Deecan Roadlines
CASE-0499,Order Received,2025-08-25T13:59:00Z,R-Ops3,FastCargo Ltd.
CASE-0499,Warehouse Pick & Pack,2025-08-25T15:35:49Z,R-Ops3,FastCargo Ltd.
CASE-0499,Customs Clearance,2025-08-25T20:56:15Z,R-Ops3,FastCargo Ltd.
CASE-0499,Air Freight Dispatch,2025-08-26T03:19:56Z,R-Ops3,FastCargo Ltd.
CASE-0499,Last Mile Delivery,2025-08-26T06:35:39Z,R-Ops3,FastCargo Ltd.
CASE-0500,Order Received,2025-12-17T10:51:00Z,R-Ops5,Deecan Roadlines
CASE-0500,Warehouse Pick & Pack,2025-12-17T12:43:27Z,R-Ops5,Deecan Roadlines
CASE-0500,Customs Clearance,2025-12-17T17:54:26Z,R-Ops5,Deecan Roadlines
CASE-0500,Road Transport Dispatch,2025-12-17T22:26:13Z,R-Ops5,Deecan Roadlines
CASE-0500,Last Mile Delivery,2025-12-18T21:50:40Z,R-Ops5,Deecan Roadlines
CASE-0501,Order Received,2025-03-26T18:38:00Z,R-Ops5,GreenFreight Ltd.
CASE-0501,Warehouse Pick & Pack,2025-03-26T19:43:03Z,R-Ops5,GreenFreight Ltd.
CASE-0501,Customs Clearance,2025-03-27T00:05:54Z,R-Ops5,GreenFreight Ltd.
